,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,text_string,topic_string,topic_numeric
29,0.0,0.892799973487854, hit bro let like said pod please pods cool one,"['bro', 'lemme', 'hit', 'juul', 'pls', 'bro', 'pls', 'bro', '@its_justcaleb']",bro lemme hit juul pls bro pls bro @its_justcaleb,juul usage,1.0
30,0.0,0.892799973487854, hit bro let like said pod please pods cool one,"['@floamdick', 'bro', 'hit', 'juul', 'bro', 'please', 'one', 'hit', 'bro']",@floamdick bro hit juul bro please one hit bro,juul usage,1.0
31,0.0,0.892799973487854, hit bro let like said pod please pods cool one,"['yo', 'austin', 'lemme', 'hit', 'juul', 'bro', 'damn', 'bro', 'gangster']",yo austin lemme hit juul bro damn bro gangster,juul usage,1.0
32,0.0,0.892799973487854, hit bro let like said pod please pods cool one,"['#snowwolf', '@snowwolf', '#lotusvapeandsmokeshop', '#vape', '#mods', '#eliquids', '#saltbaseliquid', '#juul']",#snowwolf @snowwolf #lotusvapeandsmokeshop #vape #mods #eliquids #saltbaseliquid #juul,juul usage,1.0
33,0.0,0.892799973487854, hit bro let like said pod please pods cool one,"['pro', 'tip', 'juul', 'runs', 'battery', 'drink', 'pod', 'juice']",pro tip juul runs battery drink pod juice,juul usage,1.0
34,0.0,0.8927000164985657, hit bro let like said pod please pods cool one,"['juice', 'wrld', 'juul', 'wrld', 'dude', 'always', 'hittin', 'one']",juice wrld juul wrld dude always hittin one,juul usage,1.0
35,0.0,0.8927000164985657, hit bro let like said pod please pods cool one,"['know', 'drunk', 'hit', 'juul', 'wrong', 'end', 'even', 'notice']",know drunk hit juul wrong end even notice,juul usage,1.0
36,0.0,0.8927000164985657, hit bro let like said pod please pods cool one,"['nothin', 'like', 'taking', 'hard', 'hit', 'wrong', 'end', 'juul']",nothin like taking hard hit wrong end juul,juul usage,1.0
37,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['b', 'asked', 'hit', 'juul', 'says', 'wait', 'end', 'hit']",b asked hit juul says wait end hit,juul usage,1.0
38,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['got', 'first', 'juul', 'buzz', 'hit', 'another', 'milestone', 'life']",got first juul buzz hit another milestone life,juul usage,1.0
39,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['go', 'wrong', 'lil', 'mint', 'juul', 'breakfast', 'lunch', 'dinner']",go wrong lil mint juul breakfast lunch dinner,juul usage,1.0
40,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['uh', 'oh', 'juul', 'died', 'literally', 'like', 'ill', 'end']",uh oh juul died literally like ill end,juul usage,1.0
41,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['accidentally', 'ran', 'juul', 'w', 'car', 'survived', 'thank', 'god']",accidentally ran juul w car survived thank god,juul usage,1.0
42,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['forgets', 'brush', 'teeth', 'hits', 'mint', 'juul', 'pod', 'instead', '#futuuuuure']",forgets brush teeth hits mint juul pod instead #futuuuuure,juul usage,1.0
43,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['@lovelyy_ari', 'mom', 'hates', 'juul', 'think', 'threw', 'charger', 'away', 'lol']",@lovelyy_ari mom hates juul think threw charger away lol,juul usage,1.0
44,0.0,0.8925999999046326, hit bro let like said pod please pods cool one,"['psychologist', 'said', 'replace', 'father', 'juul', 'think', 'everyone', 'needs', 'hear']",psychologist said replace father juul think everyone needs hear,juul usage,1.0
45,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['bro', 'know', 'juul', 'pods', 'sale', 'black', 'friday', 'wtf']",bro know juul pods sale black friday wtf,juul usage,1.0
46,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['pledge', 'allegiance', 'juul', 'thank', 'next', 'let', 'get', 'bread']",pledge allegiance juul thank next let get bread,juul usage,1.0
47,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['ya', 'think', 'speedway', 'black', 'friday', 'sale', 'juul', 'pods']",ya think speedway black friday sale juul pods,juul usage,1.0
48,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['bitch', 'work', 'really', 'said', 'sucks', 'dick', 'juul', 'pods']",bitch work really said sucks dick juul pods,juul usage,1.0
49,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['believe', 'lost', 'another', 'juul', 'gonna', 'buy', 'another', 'one', 'yeup']",believe lost another juul gonna buy another one yeup,juul usage,1.0
50,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['honestly', 'cannot', 'believe', 'lost', 'juul', 'anxiety', 'uncontrollable', 'thanks', 'god']",honestly cannot believe lost juul anxiety uncontrollable thanks god,juul usage,1.0
51,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['life', 'like', 'juul', 'sometimes', 'need', 'turn', 'around', 'suck']",life like juul sometimes need turn around suck,juul usage,1.0
52,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['truth', 'told', 'went', 'home', 'school', 'juul', 'battery', 'died']",truth told went home school juul battery died,juul usage,1.0
53,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['@retiredhoesaver', 'lmao', 'still', 'fancy', 'juul', 'pen', 'yes', 'bro', 'hit']",@retiredhoesaver lmao still fancy juul pen yes bro hit,juul usage,1.0
54,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['someone', 'buy', 'juul', 'please', 'mom', 'let', 'get', 'one']",someone buy juul please mom let get one,juul usage,1.0
55,0.0,0.8924999833106995, hit bro let like said pod please pods cool one,"['man', 'ill', 'give', 'hit', 'juul', 'lol', 'ok', 'go']",man ill give hit juul lol ok go,juul usage,1.0
56,0.0,0.8924000263214111, hit bro let like said pod please pods cool one,"['need', 'juul', 'pods', 'someone', 'fucking', 'send', '#findom', '#cashmaster', '#reimbursementopportunity']",need juul pods someone fucking send #findom #cashmaster #reimbursementopportunity,juul usage,1.0
57,0.0,0.8924000263214111, hit bro let like said pod please pods cool one,"['brand', 'new', 'juul', 'got', 'pods', '_', '_', '_']",brand new juul got pods _ _ _,juul usage,1.0
58,0.0,0.8924000263214111, hit bro let like said pod please pods cool one,"['gonna', 'tip', 'whole', 'fucking', 'seat', 'car', 'find', 'juul']",gonna tip whole fucking seat car find juul,juul usage,1.0
59,0.0,0.892300009727478, hit bro let like said pod please pods cool one,"['lil', 'brother', 'really', 'came', 'said', 'hit', 'juul', 'sis']",lil brother really came said hit juul sis,juul usage,1.0
60,0.0,0.8896999955177307, hit bro let like said pod please pods cool one,"['@escuh_', 'yo', 'please', 'borrow', 'juul', 'dude', 'ill', 'even', 'pay', 'bro', 'like', 'deadass', 'even', 'money', 'right', 'dude', 'please', 'bro']",@escuh_ yo please borrow juul dude ill even pay bro like deadass even money right dude please bro,juul usage,1.0
61,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['bro', 'please', 'let', 'hit', 'juul', 'please', 'bro']",bro please let hit juul please bro,juul usage,1.0
62,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['@gayalexjones', '@kiogzaa', 'bro', 'please', 'let', 'hit', 'juul', 'bro', 'please']",@gayalexjones @kiogzaa bro please let hit juul bro please,juul usage,1.0
63,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['thought', 'juul', 'working', 'turns', 'working', 'hard', 'enough']",thought juul working turns working hard enough,juul usage,1.0
64,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['brooooo', 'dog', 'died', 'please', 'hit', 'juul', 'please', 'bro']",brooooo dog died please hit juul please bro,juul usage,1.0
65,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['@seasonsofman', 'takin', 'bullet', 'sis', 'angel', 'juul', 'hit', 'bassma', 'juul', 'hit']",@seasonsofman takin bullet sis angel juul hit bassma juul hit,juul usage,1.0
66,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['juul', 'even', 'cool', '#redribbonweek2018', '#whywisd', '#tisonroos', '#cybercit2']",juul even cool #redribbonweek2018 #whywisd #tisonroos #cybercit2,juul usage,1.0
67,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['cute', 'vsco', 'girl', 'stab', 'w', 'juul', 'pleathe']",cute vsco girl stab w juul pleathe,juul usage,1.0
68,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['@matchapon_', '@posibabe_', 'please', 'bro', 'let', 'hit', 'juul', 'bro', 'please']",@matchapon_ @posibabe_ please bro let hit juul bro please,juul usage,1.0
69,0.0,0.8774999976158142, hit bro let like said pod please pods cool one,"['bro', 'please', 'lemme', 'hit', 'juul', 'please', 'bro']",bro please lemme hit juul please bro,juul usage,1.0
70,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['@awacs_skykot', '@nehmahlcutie', '@aightwhiteboy', '@dinkithedemon3', 'hit', 'juul', 'want']",@awacs_skykot @nehmahlcutie @aightwhiteboy @dinkithedemon3 hit juul want,juul usage,1.0
71,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['got', 'aggravated', 'threw', 'juul', 'cement', 'busted', 'lmaoo']",got aggravated threw juul cement busted lmaoo,juul usage,1.0
72,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['please', 'hit', 'juul', 'bro', 'one', 'hit', 'bro']",please hit juul bro one hit bro,juul usage,1.0
73,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['someone', 'let', 'mom', 'hit', 'juul', 'real', 'quick']",someone let mom hit juul real quick,juul usage,1.0
74,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['yeah', 'stand', 'statement', 'murder', 'hit', 'juul', 'rn']",yeah stand statement murder hit juul rn,juul usage,1.0
75,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['new', 'meaning', 'please', 'let', 'hit', 'juul', 'bro']",new meaning please let hit juul bro,juul usage,1.0
76,0.0,0.8773999810218811, hit bro let like said pod please pods cool one,"['dog', 'let', 'fucking', 'hit', 'juul', 'house', 'prison']",dog let fucking hit juul house prison,juul usage,1.0
77,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['nuthin', 'like', 'fresh', 'mint', 'pod', 'fully', 'charged', 'juul']",nuthin like fresh mint pod fully charged juul,juul usage,1.0
78,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['one', 'charging', 'box', 'need', 'juul', 'phone', 'plugs', 'juul']",one charging box need juul phone plugs juul,juul usage,1.0
79,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['damn', 'bro', 'look', 'cool', 'juul', 'wish', 'like']",damn bro look cool juul wish like,juul usage,1.0
80,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['yo', 'gum', 'yo', 'got', 'mint', 'juul', 'pod']",yo gum yo got mint juul pod,juul usage,1.0
81,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['damn', 'girl', 'look', 'like', 'juul', 'let', 'hit']",damn girl look like juul let hit,juul usage,1.0
82,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['went', 'black', 'friday', 'shopping', 'bought', 'new', 'juul']",went black friday shopping bought new juul,juul usage,1.0
83,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['gonna', 'fuck', 'around', 'wire', 'wrap', 'juul', 'lmao']",gonna fuck around wire wrap juul lmao,juul usage,1.0
84,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['still', 'hitting', '@yeahillbethedds', 'juul', 'tossing', 'mine', 'window', 'yesterday']",still hitting @yeahillbethedds juul tossing mine window yesterday,juul usage,1.0
85,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['traveling', 'nighttime', 'public', 'transport', 'move', 'one', 'see', 'juul']",traveling nighttime public transport move one see juul,juul usage,1.0
86,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['juul', 'car', 'ya', 'ok', 'ok', 'want', 'disrespect']",juul car ya ok ok want disrespect,juul usage,1.0
87,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['wtf', 'juul', 'ill', 'take', 'money', 'cash', 'please']",wtf juul ill take money cash please,juul usage,1.0
88,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['rn', 'work', 'taking', 'fattest', 'juul', 'shit', 'life']",rn work taking fattest juul shit life,juul usage,1.0
89,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['please', 'bro', 'want', 'one', 'hit', 'juul', 'bro']",please bro want one hit juul bro,juul usage,1.0
90,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['kobe', 'said', 'want', 'come', 'car', 'bc', 'car', 'juul', 'cooties']",kobe said want come car bc car juul cooties,juul usage,1.0
91,0.0,0.8773000240325928, hit bro let like said pod please pods cool one,"['please', 'bro', 'hit', 'juul', 'need', 'get', 'hyped']",please bro hit juul need get hyped,juul usage,1.0
92,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['bro', 'dude', 'juul', 'crazy', 'like', 'flavor', 'even']",bro dude juul crazy like flavor even,juul usage,1.0
93,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['mom', 'took', 'juul', 'away', 'mean', 'customers', 'work']",mom took juul away mean customers work,juul usage,1.0
94,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['old', 'dude', 'work', 'asked', 'hit', 'juul', 'lol']",old dude work asked hit juul lol,juul usage,1.0
95,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['juul', 'pod', 'whos', 'living', 'right', 'oh', 'god']",juul pod whos living right oh god,juul usage,1.0
96,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['fucking', 'believe', 'jasmine', 'bought', 'fucking', 'juul', 'fucking', 'crackhead']",fucking believe jasmine bought fucking juul fucking crackhead,juul usage,1.0
97,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['might', 'fuck', 'around', 'buy', 'juul', 'idk', 'idk']",might fuck around buy juul idk idk,juul usage,1.0
98,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['cool', 'juul', 'school', 'real', 'mfs', 'smoke', 'dank']",cool juul school real mfs smoke dank,juul usage,1.0
99,0.0,0.8772000074386597, hit bro let like said pod please pods cool one,"['new', 'bestie', 'bc', 'let', 'hit', 'juul', 'morning']",new bestie bc let hit juul morning,juul usage,1.0
100,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['first', 'hit', 'new', 'juul', 'pod', 'feels', 'like']",first hit new juul pod feels like,juul usage,1.0
101,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['saw', 'girl', 'juuling', 'moped', 'fuck', 'wish', 'cool']",saw girl juuling moped fuck wish cool,juul usage,1.0
102,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['idk', 'yal', 'smoke', 'juul', 'things', 'suck', 'ass']",idk yal smoke juul things suck ass,juul usage,1.0
103,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['juul', 'pod', 'flavor', 'think', 'jesus', 'like', 'best']",juul pod flavor think jesus like best,juul usage,1.0
104,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['copped', 'compatible', 'juul', 'pods', 'hitting', 'og', 'ones']",copped compatible juul pods hitting og ones,juul usage,1.0
105,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['whenever', 'run', 'juul', 'pods', 'suck', 'old', 'battery']",whenever run juul pods suck old battery,juul usage,1.0
106,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['wish', 'juul', 'pods', 'went', 'sale', 'black', 'friday']",wish juul pods went sale black friday,juul usage,1.0
107,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['lost', 'juul', 'sad', 'bc', 'buy', 'another', 'one']",lost juul sad bc buy another one,juul usage,1.0
108,0.0,0.8770999908447266, hit bro let like said pod please pods cool one,"['love', 'cuba', 'someone', 'send', 'juul', 'charger', 'pls']",love cuba someone send juul charger pls,juul usage,1.0
109,0.0,0.8769999742507935, hit bro let like said pod please pods cool one,"['phone', 'someone', 'sensing', 'juuling', 'call', 'private', 'pod']",phone someone sensing juuling call private pod,juul usage,1.0
110,0.0,0.8769999742507935, hit bro let like said pod please pods cool one,"['send', 'help', 'trying', 'buy', 'another', 'juul', 'need']",send help trying buy another juul need,juul usage,1.0
111,0.0,0.8769999742507935, hit bro let like said pod please pods cool one,"['lately', 'finding', 'trying', 'smoke', 'wrong', 'end', 'juul']",lately finding trying smoke wrong end juul,juul usage,1.0
112,0.0,0.8701000213623047, hit bro let like said pod please pods cool one,"['#juul', 'try', 'berry', 'wild', 'gelato', '#cbd', '#hemp', '#vape', '#pod', 'blend', 'mixed', 'berries', 'flav']",#juul try berry wild gelato #cbd #hemp #vape #pod blend mixed berries flav,juul usage,1.0
113,0.0,0.8608999848365784, hit bro let like said pod please pods cool one,"['bro', 'please', 'hit', 'juul', 'bro', 'swear', 'get', 'caught', 'bro', 'please', 'one', 'hit', 'bro', 'please', 'dude']",bro please hit juul bro swear get caught bro please one hit bro please dude,juul usage,1.0
114,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@smilingteske', '@lgbteske', '@mertskefan', '@welovesaske', 'geen', 'idee', 'waar', 'het', 'gaat', 'maar', 'juul', 'reageerd', 'met', 'hartjes', 'dus', 'h']",@smilingteske @lgbteske @mertskefan @welovesaske geen idee waar het gaat maar juul reageerd met hartjes dus h,juul usage,1.0
115,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['please', 'let', 'hit', 'juul', 'bro', 'please']",please let hit juul bro please,juul usage,1.0
116,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['cmon', 'man', 'please', 'let', 'hit', 'juul']",cmon man please let hit juul,juul usage,1.0
117,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['cmon', 'bro', 'lemme', 'hit', 'juul', 'bro']",cmon bro lemme hit juul bro,juul usage,1.0
118,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['lemme', 'hit', 'juul', 'bro', 'please', 'bro']",lemme hit juul bro please bro,juul usage,1.0
119,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['juul', 'fool', '#redribbonweek2018', '#tisonroos', '#whywisd', '#cybercit2']",juul fool #redribbonweek2018 #tisonroos #whywisd #cybercit2,juul usage,1.0
120,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['scott', 'gottlieb', 'juul', 'industrial', 'revolution', 'runs', 'away']",scott gottlieb juul industrial revolution runs away,juul usage,1.0
121,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@maw_ruh', 'teeny', 'boi', 'tiny', 'pant', 'takin', 'juul', 'hit']",@maw_ruh teeny boi tiny pant takin juul hit,juul usage,1.0
122,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@martyimscareddd', 'bro', 'lemme', 'hit', 'juul', 'please', 'bro']",@martyimscareddd bro lemme hit juul please bro,juul usage,1.0
123,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['jungkook', 'pls', 'lemme', 'hit', 'juul', 'bro']",jungkook pls lemme hit juul bro,juul usage,1.0
124,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['please', 'bro', 'lemme', 'hit', 'juul', 'bro']",please bro lemme hit juul bro,juul usage,1.0
125,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@susannahdorton', 'come', 'bro', 'let', 'hit', 'juul']",@susannahdorton come bro let hit juul,juul usage,1.0
126,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['let', 'hit', 'juul', 'bro', 'please', 'bro']",let hit juul bro please bro,juul usage,1.0
127,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@joey_grippo', '@nickkroche', 'cool', 'judge', 'juul', 'fit', 'anyways']",@joey_grippo @nickkroche cool judge juul fit anyways,juul usage,1.0
128,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@mcculleycharles', 'aragon', 'security', 'made', 'throw', 'away', 'juul']",@mcculleycharles aragon security made throw away juul,juul usage,1.0
129,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['@slagelbagels', 'let', 'hit', 'juul', 'bro', 'please', 'bro']",@slagelbagels let hit juul bro please bro,juul usage,1.0
130,0.0,0.8571000099182129, hit bro let like said pod please pods cool one,"['bro', 'hit', 'juul', 'hard', 'arms', 'numb']",bro hit juul hard arms numb,juul usage,1.0
